stock,date,action
KO,4/16/2013,sell
SO,4/16/2013,sell
APD,4/17/2013,sell
PPG,4/18/2013,buy
ALB,4/18/2013,sell
DISH,4/18/2013,sell
EMN,4/19/2013,buy
PPG,4/19/2013,sell
SBAC,4/19/2013,sell
AOS,4/22/2013,buy
APD,4/22/2013,buy
GOOGL,4/22/2013,buy
GOOG,4/22/2013,buy
EXPE,4/22/2013,buy
EMN,4/22/2013,sell
HOLX,4/22/2013,sell
INCY,4/23/2013,buy
LEN,4/23/2013,buy
ROL,4/23/2013,buy
VTRS,4/23/2013,buy
AOS,4/23/2013,sell
APD,4/23/2013,sell
EXPE,4/23/2013,sell
IDXX,4/23/2013,sell
AFL,4/24/2013,buy
AMAT,4/24/2013,buy
BWA,4/24/2013,buy
CMA,4/24/2013,buy
DHI,4/24/2013,buy
DE,4/24/2013,buy
XRAY,4/24/2013,buy
EA,4/24/2013,buy
FAST,4/24/2013,buy
HAL,4/24/2013,buy
JPM,4/24/2013,buy
LYB,4/24/2013,buy
MAS,4/24/2013,buy
MET,4/24/2013,buy
MTD,4/24/2013,buy
MGM,4/24/2013,buy
MPWR,4/24/2013,buy
PH,4/24/2013,buy
PRU,4/24/2013,buy
PHM,4/24/2013,buy
RL,4/24/2013,buy
ROK,4/24/2013,buy
ROP,4/24/2013,buy
MOS,4/24/2013,buy
VLO,4/24/2013,buy
ZION,4/24/2013,buy
ROL,4/24/2013,sell
ZTS,4/24/2013,sell
APD,4/25/2013,buy
ALGN,4/25/2013,buy
AME,4/25/2013,buy
ANSS,4/25/2013,buy
BK,4/25/2013,buy
CDNS,4/25/2013,buy
CME,4/25/2013,buy
EMR,4/25/2013,buy
GNRC,4/25/2013,buy
GS,4/25/2013,buy
ICE,4/25/2013,buy
MPC,4/25/2013,buy
MLM,4/25/2013,buy
MCHP,4/25/2013,buy
MS,4/25/2013,buy
NDAQ,4/25/2013,buy
NUE,4/25/2013,buy
PCAR,4/25/2013,buy
PKI,4/25/2013,buy
PSX,4/25/2013,buy
PXD,4/25/2013,buy
TTWO,4/25/2013,buy
TEL,4/25/2013,buy
TER,4/25/2013,buy
TRMB,4/25/2013,buy
XLNX,4/25/2013,buy
