date,stock,numberOfShares,action
2019-06-20,ROST,0.0,sell
2019-06-20,RCL,100.0,sell
2019-06-20,TEL,0.0,sell
2019-06-21,CAG,0.0,sell
2019-06-21,LLY,112.0,sell
2019-06-21,IQV,87.0,sell
2019-06-21,MTD,0.0,sell
2019-06-21,RTX,161.0,sell
2019-06-24,NCLH,0.0,sell
2019-06-25,AMCR,1210.0,buy
2019-06-25,CZR,245.0,sell
2019-06-25,LRCX,70.0,sell
2019-06-25,LEN,0.0,sell
2019-06-26,DOW,281.0,buy
2019-06-26,AMCR,1210.0,sell
2019-06-26,ETSY,1.0,sell
2019-06-26,FRT,102.0,sell
2019-06-27,DOW,281.0,sell
2019-06-27,XLNX,119.0,sell
2019-06-28,JPM,120.0,buy
2019-06-28,NSC,65.0,buy
2019-06-28,NCLH,232.0,buy
2019-06-28,UNP,77.0,buy
2019-06-28,KEYS,0.0,sell
2019-07-01,JPM,120.0,sell
2019-07-01,UNP,77.0,sell
2019-07-02,SEE,294.0,buy
2019-07-02,TWTR,344.0,buy
2019-07-03,LLY,114.0,buy
2019-07-03,SYY,184.0,buy
2019-07-03,DOV,0.0,sell
2019-07-03,EL,0.0,sell
2019-07-03,PPG,0.0,sell
2019-07-03,PG,0.0,sell
2019-07-03,TMO,44.0,sell
2019-07-05,CNP,461.0,buy
2019-07-05,LLY,114.0,sell
2019-07-05,SYY,184.0,sell
2019-07-08,CZR,256.0,buy
2019-07-08,AMGN,54.0,sell
2019-07-08,CNP,461.0,sell
2019-07-09,ARE,90.0,buy
2019-07-09,BXP,103.0,buy
2019-07-09,LLY,116.0,buy
2019-07-09,ETSY,188.0,buy
2019-07-09,SJM,114.0,buy
2019-07-10,ALGN,43.0,buy
2019-07-10,DHI,289.0,buy
2019-07-10,EXC,130.0,buy
2019-07-10,PAYX,0.0,buy
2019-07-10,LLY,116.0,sell
2019-07-10,NCLH,232.0,sell
2019-07-10,TMUS,168.0,sell
2019-07-11,O,204.0,buy
2019-07-11,ARE,90.0,sell
2019-07-11,CZR,256.0,sell
2019-07-11,EW,0.0,sell
2019-07-11,EXC,130.0,sell
2019-07-11,PAYX,0.0,sell
2019-07-11,TJX,0.0,sell
2019-07-12,DPZ,45.0,buy
2019-07-12,CDW,117.0,sell
2019-07-12,DAL,0.0,sell
2019-07-15,DOW,284.0,buy
2019-07-15,DPZ,45.0,sell
2019-07-16,DOW,284.0,sell
2019-07-16,ITW,0.0,sell
2019-07-16,MAR,0.0,sell
2019-07-16,NSC,65.0,sell
2019-07-17,CSX,1.0,sell
2019-07-18,CNP,469.0,buy
2019-07-18,ABT,158.0,sell
2019-07-18,NFLX,0.0,sell
2019-07-19,CNP,469.0,sell
2019-07-22,SJM,114.0,sell
2019-07-23,IR,374.0,buy
2019-07-23,MCHP,0.0,sell
2019-07-24,FAST,421.0,buy
2019-07-24,EXPD,0.0,sell
2019-07-24,TDY,0.0,sell
2019-07-24,TER,0.0,sell
2019-07-25,FRC,130.0,buy
2019-07-25,PAYX,159.0,buy
2019-07-25,ALGN,43.0,sell
2019-07-25,LYV,0.0,sell
2019-07-25,MAS,0.0,sell
2019-07-25,RJF,224.0,sell
2019-07-25,SHW,0.0,sell
2019-07-26,PAYX,159.0,sell
2019-07-26,TWTR,344.0,sell
2019-07-29,FRT,104.0,buy
2019-07-29,SJM,119.0,buy
2019-07-29,TEL,140.0,buy
2019-07-29,VZ,242.0,buy
2019-07-29,FISV,137.0,sell
2019-07-30,ARE,90.0,buy
2019-07-30,CCI,103.0,buy
2019-07-30,BAX,163.0,sell
2019-07-30,FRT,104.0,sell
2019-07-30,IT,0.0,sell
2019-07-30,SJM,119.0,sell
2019-07-30,VZ,242.0,sell
2019-07-31,AMT,62.0,buy
2019-07-31,AMGN,73.0,buy
2019-07-31,MRK,174.0,buy
2019-07-31,ARE,90.0,sell
2019-07-31,CCI,103.0,sell
2019-07-31,FAST,421.0,sell
2019-07-31,MCO,0.0,sell
2019-07-31,SEE,294.0,sell
2019-08-01,ADSK,74.0,sell
2019-08-01,CBRE,249.0,sell
2019-08-01,IR,374.0,sell
2019-08-01,ROK,0.0,sell
2019-08-01,TEL,140.0,sell
2019-08-01,TRMB,0.0,sell
2019-08-02,AWK,112.0,buy
2019-08-02,PNW,149.0,buy
2019-08-02,VRTX,71.0,buy
2019-08-02,ETSY,188.0,sell
2019-08-02,LNC,0.0,sell
2019-08-05,SEE,299.0,buy
2019-08-05,AWK,112.0,sell
2019-08-05,AMGN,73.0,sell
2019-08-05,DLTR,118.0,sell
2019-08-05,FRC,130.0,sell
2019-08-05,PNW,149.0,sell
2019-08-05,PPL,455.0,sell
2019-08-06,DLR,116.0,buy
2019-08-06,QCOM,0.0,sell
2019-08-07,ED,158.0,buy
2019-08-07,DLR,116.0,sell
2019-08-07,TYL,0.0,sell
2019-08-08,SJM,119.0,buy
2019-08-08,AMT,62.0,sell
2019-08-08,ED,158.0,sell
2019-08-08,SYK,65.0,sell
2019-08-09,DTE,124.0,buy
2019-08-09,FRT,104.0,buy
2019-08-09,GRMN,168.0,buy
2019-08-09,PHM,405.0,buy
2019-08-09,SYY,191.0,buy
2019-08-09,SJM,119.0,sell
2019-08-12,MDLZ,244.0,buy
2019-08-12,DTE,124.0,sell
2019-08-12,FRT,104.0,sell
2019-08-12,GRMN,168.0,sell
2019-08-13,RE,53.0,buy
2019-08-13,HES,212.0,buy
2019-08-13,KMI,711.0,buy
2019-08-13,NLOK,994.0,buy
2019-08-13,PEP,104.0,buy
2019-08-13,REG,213.0,buy
2019-08-13,TRV,90.0,buy
2019-08-13,VZ,246.0,buy
2019-08-13,CHD,0.0,sell
2019-08-14,D,184.0,buy
2019-08-14,C,33.0,sell
2019-08-14,RE,53.0,sell
2019-08-14,KMI,711.0,sell
2019-08-14,NLOK,994.0,sell
2019-08-14,PEP,104.0,sell
2019-08-14,REG,213.0,sell
2019-08-14,TRV,90.0,sell
2019-08-14,VZ,246.0,sell
2019-08-14,VFC,0.0,sell
2019-08-15,ARE,91.0,buy
2019-08-15,PEG,236.0,buy
2019-08-15,SRE,97.0,buy
2019-08-15,SEE,299.0,sell
2019-08-16,AFL,253.0,buy
2019-08-16,AON,66.0,buy
2019-08-16,CL,182.0,buy
2019-08-16,STZ,65.0,buy
2019-08-16,DTE,124.0,buy
2019-08-16,LH,75.0,buy
2019-08-16,MSCI,56.0,buy
2019-08-16,NI,459.0,buy
2019-08-16,QCOM,181.0,buy
2019-08-16,WMT,102.0,buy
2019-08-16,ARE,91.0,sell
2019-08-16,PEG,236.0,sell
2019-08-16,SRE,97.0,sell
2019-08-19,AVB,65.0,buy
2019-08-19,AVY,112.0,buy
2019-08-19,BR,102.0,buy
2019-08-19,CHTR,0.0,buy
2019-08-19,CMCSA,9.0,buy
2019-08-19,DHR,0.0,buy
2019-08-19,XRAY,0.0,buy
2019-08-19,RE,0.0,buy
2019-08-19,IEX,0.0,buy
2019-08-19,NDAQ,0.0,buy
2019-08-19,PYPL,0.0,buy
2019-08-19,DGX,0.0,buy
2019-08-19,ROP,0.0,buy
2019-08-19,STX,0.0,buy
2019-08-19,TGT,0.0,buy
2019-08-19,TEL,0.0,buy
2019-08-19,TRV,0.0,buy
2019-08-19,TMO,0.0,buy
2019-08-19,AFL,253.0,sell
2019-08-19,CL,182.0,sell
2019-08-19,DTE,124.0,sell
2019-08-19,ESS,46.0,sell
2019-08-19,NI,459.0,sell
2019-08-20,CERN,181.0,buy
2019-08-20,ITW,87.0,buy
2019-08-20,AVB,65.0,sell
2019-08-20,RE,0.0,sell
2019-08-20,DGX,0.0,sell
2019-08-20,STX,0.0,sell
2019-08-20,TEL,0.0,sell
2019-08-20,TRV,0.0,sell
2019-08-21,AJG,144.0,buy
2019-08-21,AVGO,47.0,buy
2019-08-21,DE,84.0,buy
2019-08-21,DOV,143.0,buy
2019-08-21,EXPE,9.0,buy
2019-08-21,FBHS,1.0,buy
2019-08-21,GPN,0.0,buy
2019-08-21,KEYS,0.0,buy
2019-08-21,KMI,1.0,buy
2019-08-21,LOW,0.0,buy
2019-08-21,TJX,0.0,buy
2019-08-21,WHR,0.0,buy
2019-08-21,AAPL,5.0,sell
2019-08-21,TGT,0.0,sell
2019-08-22,DRI,2.0,buy
2019-08-22,ETN,0.0,buy
2019-08-22,RE,0.0,buy
2019-08-22,GL,0.0,buy
2019-08-22,OMC,0.0,buy
2019-08-22,NOW,0.0,buy
2019-08-22,SWK,0.0,buy
2019-08-22,AJG,144.0,sell
2019-08-22,DHI,289.0,sell
2019-08-22,DOV,143.0,sell
2019-08-22,KMI,1.0,sell
2019-08-23,AVY,112.0,sell
2019-08-23,AVGO,47.0,sell
2019-08-23,CMCSA,9.0,sell
2019-08-23,RE,0.0,sell
2019-08-23,FBHS,1.0,sell
2019-08-23,GL,0.0,sell
2019-08-23,OMC,0.0,sell
2019-08-23,SWK,0.0,sell
2019-08-23,TMO,0.0,sell
2019-08-23,WHR,0.0,sell
2019-08-26,AME,142.0,sell
2019-08-27,DRI,2.0,sell
2019-08-27,DISCA,18.0,sell
2019-08-27,DISCK,0.0,sell
2019-08-28,AVY,115.0,buy
2019-08-28,DOV,144.0,buy
2019-08-28,KMI,720.0,buy
2019-08-28,MMC,133.0,buy
2019-08-28,DIS,92.0,buy
2019-08-29,AME,148.0,buy
2019-08-29,TECH,2.0,buy
2019-08-29,FB,0.0,buy
2019-08-29,FBHS,0.0,buy
2019-08-29,GS,0.0,buy
2019-08-29,JPM,0.0,buy
2019-08-29,LIN,0.0,buy
2019-08-29,RTX,0.0,buy
2019-08-29,TROW,0.0,buy
2019-08-29,TSCO,0.0,buy
2019-08-29,TT,0.0,buy
2019-08-29,VRSN,0.0,buy
2019-08-29,XYL,0.0,buy
2019-08-29,AVY,115.0,sell
2019-08-29,DOV,144.0,sell
2019-08-29,KMI,720.0,sell
2019-08-29,MMC,133.0,sell
2019-08-30,ABT,153.0,buy
2019-08-30,ADI,119.0,buy
2019-08-30,AMAT,269.0,buy
2019-08-30,AJG,144.0,buy
2019-08-30,EBAY,16.0,buy
2019-08-30,HLT,0.0,buy
2019-08-30,HON,0.0,buy
2019-08-30,IBM,0.0,buy
2019-08-30,PAYX,0.0,buy
2019-08-30,PPG,0.0,buy
2019-08-30,TMUS,0.0,buy
2019-08-30,USB,0.0,buy
2019-08-30,JPM,0.0,sell
2019-08-30,LIN,0.0,sell
2019-08-30,RTX,0.0,sell
2019-08-30,SNPS,0.0,sell
2019-08-30,TROW,0.0,sell
2019-08-30,ULTA,0.0,sell
2019-09-03,AFL,0.0,buy
2019-09-03,CBRE,0.0,buy
2019-09-03,FRT,0.0,buy
2019-09-03,REG,0.0,buy
2019-09-03,ABT,153.0,sell
2019-09-03,AME,148.0,sell
2019-09-03,ADI,119.0,sell
2019-09-03,AJG,144.0,sell
2019-09-03,TECH,2.0,sell
2019-09-03,CERN,181.0,sell
2019-09-03,DUK,9.0,sell
2019-09-03,FBHS,0.0,sell
2019-09-03,GS,0.0,sell
2019-09-03,IBM,0.0,sell
2019-09-03,USB,0.0,sell
2019-09-03,XYL,0.0,sell
2019-09-04,ABT,154.0,buy
2019-09-04,KMX,147.0,buy
2019-09-04,DVA,212.0,buy
2019-09-04,DAL,222.0,buy
2019-09-04,GM,326.0,buy
2019-09-04,KIM,0.0,buy
2019-09-04,PGR,0.0,buy
2019-09-04,AFL,0.0,sell
2019-09-04,FRT,0.0,sell
2019-09-04,J,0.0,sell
2019-09-04,REG,0.0,sell
2019-09-05,AIG,0.0,buy
2019-09-05,ABC,0.0,buy
2019-09-05,DFS,0.0,buy
2019-09-05,RE,0.0,buy
2019-09-05,MET,0.0,buy
2019-09-05,MCHP,0.0,buy
2019-09-05,SYF,0.0,buy
2019-09-05,UNP,0.0,buy
2019-09-05,ABT,154.0,sell
2019-09-05,KIM,0.0,sell
2019-09-05,PPG,0.0,sell
2019-09-05,PGR,0.0,sell
2019-09-05,QCOM,181.0,sell
2019-09-06,AXP,108.0,buy
2019-09-06,AIG,0.0,sell
2019-09-06,HON,0.0,sell
2019-09-06,MET,0.0,sell
2019-09-06,SYF,0.0,sell
2019-09-09,HAS,118.0,buy
2019-09-09,MGM,40.0,buy
2019-09-10,SEE,0.0,buy
2019-09-10,BR,102.0,sell
2019-09-10,VRSN,0.0,sell
2019-09-11,ABT,149.0,buy
2019-09-12,CERN,1.0,buy
2019-09-12,CTVA,0.0,buy
2019-09-13,ABC,0.0,sell
2019-09-13,TSCO,0.0,sell
2019-09-13,TT,0.0,sell
2019-09-16,ABT,149.0,sell
2019-09-16,SEE,0.0,sell
2019-09-17,RE,0.0,sell
2019-09-18,AJG,138.0,buy
2019-09-18,IQV,0.0,buy
2019-09-18,COO,0.0,buy
2019-09-18,XRAY,0.0,sell
2019-09-18,SYY,191.0,sell
2019-09-19,APD,59.0,buy
2019-09-19,PGR,25.0,buy
2019-09-20,ABC,0.0,buy
2019-09-20,XRAY,0.0,buy
2019-09-20,AJG,138.0,sell
2019-09-20,PGR,25.0,sell
2019-09-23,ENPH,464.0,buy
2019-09-23,KMB,7.0,buy
2019-09-23,POOL,0.0,buy
2019-09-23,APD,59.0,sell
2019-09-23,ABC,0.0,sell
2019-09-23,CTVA,0.0,sell
2019-09-24,CBOE,105.0,buy
2019-09-24,RSG,0.0,buy
2019-09-24,TFX,0.0,buy
2019-09-24,ENPH,464.0,sell
2019-09-24,KMB,7.0,sell
2019-09-24,PHM,405.0,sell
2019-09-25,BR,103.0,buy
2019-09-25,CTAS,48.0,buy
2019-09-25,IDXX,6.0,buy
2019-09-25,MKC,1.0,buy
2019-09-25,MSI,0.0,buy
2019-09-25,STE,0.0,buy
2019-09-25,AEE,178.0,sell
2019-09-25,UNP,0.0,sell
2019-09-26,ADP,81.0,buy
2019-09-26,CHD,12.0,buy
2019-09-26,CL,0.0,buy
2019-09-26,MCD,0.0,buy
2019-09-26,TRV,0.0,buy
2019-09-26,WM,0.0,buy
2019-09-26,BR,103.0,sell
2019-09-26,XRAY,0.0,sell
2019-09-26,INCY,149.0,sell
2019-09-26,DIS,92.0,sell
2019-09-27,ECL,65.0,buy
2019-09-27,ADP,81.0,sell
2019-09-27,CL,0.0,sell
2019-09-27,MKC,1.0,sell
2019-09-27,PYPL,0.0,sell
2019-09-27,NOW,0.0,sell
2019-09-27,TRV,0.0,sell
2019-09-27,VRTX,71.0,sell
2019-09-27,WM,0.0,sell
2019-09-30,WM,114.0,buy
2019-09-30,NKE,0.0,sell
2019-10-01,MKC,156.0,buy
2019-10-01,DFS,0.0,sell
2019-10-01,FB,0.0,sell
2019-10-01,GM,326.0,sell
2019-10-01,IDXX,6.0,sell
2019-10-01,IQV,0.0,sell
2019-10-01,MSI,0.0,sell
2019-10-01,ROP,0.0,sell
2019-10-01,WM,114.0,sell
2019-10-02,AXP,108.0,sell
2019-10-02,DAL,222.0,sell
2019-10-02,EBAY,16.0,sell
2019-10-02,IEX,0.0,sell
2019-10-02,MGM,40.0,sell
2019-10-02,NDAQ,0.0,sell
2019-10-02,STE,0.0,sell
2019-10-02,TFX,0.0,sell
2019-10-03,DXCM,79.0,buy
2019-10-03,YUM,114.0,buy
2019-10-04,IDXX,45.0,buy
2019-10-04,LYV,180.0,buy
2019-10-04,MKTX,36.0,buy
2019-10-04,PAYC,51.0,buy
2019-10-04,NOW,0.0,buy
2019-10-04,YUM,114.0,sell
2019-10-07,FISV,120.0,buy
2019-10-07,INTU,0.0,buy
2019-10-07,MTCH,0.0,buy
2019-10-07,PSA,0.0,buy
2019-10-07,V,0.0,buy
2019-10-07,STZ,65.0,sell
2019-10-08,ENPH,490.0,buy
2019-10-08,EXR,0.0,buy
2019-10-08,MSI,0.0,buy
2019-10-08,COO,0.0,sell
2019-10-09,AMGN,0.0,buy
2019-10-09,EXR,0.0,sell
2019-10-10,ADP,0.0,buy
2019-10-10,BLL,0.0,buy
2019-10-10,BAX,0.0,buy
2019-10-10,EFX,0.0,buy
2019-10-10,FB,0.0,buy
2019-10-10,MA,0.0,buy
2019-10-10,MCO,0.0,buy
2019-10-10,SPGI,0.0,buy
2019-10-10,AMGN,0.0,sell
2019-10-11,AXP,0.0,buy
2019-10-11,AVY,0.0,buy
2019-10-11,BBY,0.0,buy
2019-10-11,CHRW,0.0,buy
2019-10-11,FIS,0.0,buy
2019-10-11,FLT,0.0,buy
2019-10-11,HWM,0.0,buy
2019-10-11,LIN,0.0,buy
2019-10-11,SBAC,0.0,buy
2019-10-11,DIS,0.0,buy
2019-10-11,ADP,0.0,sell
2019-10-11,MSI,0.0,sell
2019-10-14,APD,0.0,buy
2019-10-14,AVGO,0.0,buy
2019-10-14,BR,0.0,buy
2019-10-14,BRO,0.0,buy
2019-10-14,CAT,0.0,buy
2019-10-14,CRL,0.0,buy
2019-10-14,EXPD,0.0,buy
2019-10-14,MGM,0.0,buy
2019-10-14,SBUX,0.0,buy
2019-10-14,CHRW,0.0,sell
2019-10-15,ABT,0.0,buy
2019-10-15,ADI,0.0,buy
2019-10-15,APTV,0.0,buy
2019-10-15,AJG,0.0,buy
2019-10-15,BDX,0.0,buy
2019-10-15,BLK,0.0,buy
2019-10-15,CFG,0.0,buy
2019-10-15,EBAY,0.0,buy
2019-10-15,FITB,0.0,buy
2019-10-15,GS,0.0,buy
2019-10-15,L,0.0,buy
2019-10-15,MCK,0.0,buy
2019-10-15,MET,0.0,buy
2019-10-15,MU,0.0,buy
2019-10-15,NTRS,0.0,buy
2019-10-15,RJF,0.0,buy
2019-10-15,STE,0.0,buy
2019-10-15,SYF,0.0,buy
2019-10-15,TEL,0.0,buy
2019-10-15,TDG,0.0,buy
2019-10-15,TSN,0.0,buy
2019-10-15,UAL,0.0,buy
2019-10-15,WST,0.0,buy
2019-10-15,XYL,0.0,buy
2019-10-15,ZBH,0.0,buy
2019-10-15,ANSS,63.0,sell
2019-10-15,AVGO,0.0,sell
2019-10-15,CHTR,0.0,sell
2019-10-15,FB,0.0,sell
2019-10-15,KSU,0.0,sell
2019-10-15,SBUX,0.0,sell
2019-10-16,ACN,69.0,buy
2019-10-16,BIO,5.0,buy
2019-10-16,COF,1.0,buy
2019-10-16,DFS,0.0,buy
2019-10-16,HON,0.0,buy
2019-10-16,IEX,0.0,buy
2019-10-16,MMC,0.0,buy
2019-10-16,PFG,0.0,buy
2019-10-16,SYK,0.0,buy
2019-10-16,TFX,0.0,buy
2019-10-16,ADI,0.0,sell
2019-10-16,AJG,0.0,sell
2019-10-16,CDAY,0.0,sell
2019-10-16,CFG,0.0,sell
2019-10-16,FITB,0.0,sell
2019-10-16,MET,0.0,sell
2019-10-16,TDG,0.0,sell
2019-10-16,WST,0.0,sell
2019-10-17,AMP,0.0,buy
2019-10-17,EA,0.0,buy
2019-10-17,FMC,0.0,buy
2019-10-17,HOLX,0.0,buy
2019-10-17,TTWO,0.0,buy
2019-10-17,USB,0.0,buy
2019-10-17,UPS,0.0,buy
2019-10-17,WST,0.0,buy
2019-10-17,WLTW,0.0,buy
2019-10-17,ACN,69.0,sell
2019-10-17,FIS,0.0,sell
2019-10-17,MMC,0.0,sell
2019-10-18,KO,244.0,buy
2019-10-18,STZ,0.0,buy
2019-10-18,CCI,0.0,buy
2019-10-18,BDX,0.0,sell
2019-10-18,O,204.0,sell
2019-10-18,NOW,0.0,sell
2019-10-18,USB,0.0,sell
2019-10-18,UPS,0.0,sell
2019-10-21,AIG,249.0,buy
2019-10-21,ADI,16.0,buy
2019-10-21,NWSA,1.0,buy
2019-10-21,NWS,0.0,buy
2019-10-21,HIG,0.0,buy
2019-10-21,TT,0.0,buy
2019-10-21,BRO,0.0,sell
2019-10-21,CRL,0.0,sell
2019-10-21,KO,244.0,sell
2019-10-21,SYF,0.0,sell
2019-10-21,WST,0.0,sell
2019-10-22,CNP,451.0,buy
2019-10-22,GD,0.0,buy
2019-10-22,JCI,0.0,buy
2019-10-22,OMC,0.0,buy
2019-10-22,UHS,0.0,buy
2019-10-22,ABT,0.0,sell
2019-10-22,AIG,249.0,sell
2019-10-22,ADI,16.0,sell
2019-10-22,BLL,0.0,sell
2019-10-22,CCI,0.0,sell
2019-10-22,HAS,118.0,sell
2019-10-22,HOLX,0.0,sell
2019-10-22,MA,0.0,sell
2019-10-22,MCD,0.0,sell
2019-10-22,NWSA,1.0,sell
2019-10-22,PAYC,51.0,sell
2019-10-22,STE,0.0,sell
2019-10-22,SYK,0.0,sell
2019-10-22,HIG,0.0,sell
2019-10-22,TSN,0.0,sell
2019-10-23,KMI,713.0,buy
2019-10-23,MPWR,84.0,buy
2019-10-23,NDAQ,99.0,buy
2019-10-23,NEM,1.0,buy
2019-10-23,OKE,0.0,buy
2019-10-23,PG,0.0,buy
2019-10-23,TMO,0.0,buy
2019-10-23,AVY,0.0,sell
2019-10-23,CNP,451.0,sell
2019-10-23,GD,0.0,sell
2019-10-23,JCI,0.0,sell
2019-10-23,NTRS,0.0,sell
2019-10-23,OMC,0.0,sell
2019-10-24,EXR,115.0,buy
2019-10-24,IQV,0.0,buy
2019-10-24,KR,3.0,buy
2019-10-24,PYPL,0.0,buy
2019-10-24,TROW,0.0,buy
2019-10-24,WDC,0.0,buy
2019-10-24,AMAT,269.0,sell
2019-10-24,BAX,0.0,sell
2019-10-24,EBAY,0.0,sell
2019-10-24,KMI,713.0,sell
2019-10-24,NEM,1.0,sell
2019-10-24,ORLY,0.0,sell
2019-10-24,OKE,0.0,sell
2019-10-25,BLL,178.0,buy
2019-10-25,RMD,89.0,buy
2019-10-25,WAT,8.0,buy
2019-10-25,ITW,87.0,sell
2019-10-25,NDAQ,99.0,sell
2019-10-25,PSA,0.0,sell
2019-10-25,TROW,0.0,sell
2019-10-25,TT,0.0,sell
2019-10-25,UHS,0.0,sell
2019-10-28,PAYC,60.0,buy
2019-10-28,WST,79.0,buy
2019-10-28,AMP,0.0,sell
2019-10-28,BLL,178.0,sell
2019-10-28,GS,0.0,sell
2019-10-28,L,0.0,sell
2019-10-29,BLL,176.0,buy
2019-10-29,FIS,0.0,buy
2019-10-29,LDOS,0.0,buy
2019-10-29,MA,0.0,buy
2019-10-29,SBUX,0.0,buy
2019-10-29,STE,0.0,buy
2019-10-29,SYK,0.0,buy
2019-10-29,TSN,0.0,buy
2019-10-29,UPS,0.0,buy
2019-10-29,ETN,0.0,sell
2019-10-30,AEE,0.0,buy
2019-10-30,BDX,0.0,buy
2019-10-30,CRL,0.0,buy
2019-10-30,EL,0.0,buy
2019-10-30,RE,0.0,buy
2019-10-30,EXC,0.0,buy
2019-10-30,K,0.0,buy
2019-10-30,LHX,0.0,buy
2019-10-30,MDT,0.0,buy
2019-10-30,SNPS,0.0,buy
2019-10-30,ENPH,490.0,sell
2019-10-30,EFX,0.0,sell
2019-10-30,FMC,0.0,sell
2019-10-30,SBUX,0.0,sell
2019-10-30,TMUS,0.0,sell
2019-10-30,UPS,0.0,sell
2019-10-31,EVRG,155.0,buy
2019-10-31,JKHY,0.0,buy
2019-10-31,WEC,0.0,buy
2019-10-31,AEE,0.0,sell
2019-10-31,BLL,176.0,sell
2019-10-31,CHD,12.0,sell
2019-10-31,EL,0.0,sell
2019-10-31,EXC,0.0,sell
2019-10-31,K,0.0,sell
2019-10-31,MCK,0.0,sell
2019-10-31,MDT,0.0,sell
2019-10-31,SNPS,0.0,sell
2019-10-31,WAT,8.0,sell
2019-10-31,WDC,0.0,sell
2019-11-01,AIG,251.0,buy
2019-11-01,AWK,17.0,buy
2019-11-01,ADI,0.0,buy
2019-11-01,HOLX,1.0,buy
2019-11-01,LMT,0.0,buy
2019-11-01,NLOK,3.0,buy
2019-11-01,CAT,0.0,sell
2019-11-01,DE,84.0,sell
2019-11-01,EVRG,155.0,sell
2019-11-01,JKHY,0.0,sell
2019-11-01,LHX,0.0,sell
2019-11-01,TTWO,0.0,sell
2019-11-01,WEC,0.0,sell
2019-11-04,CF,283.0,buy
2019-11-04,IBM,92.0,buy
2019-11-04,AMD,1.0,sell
2019-11-04,AIG,251.0,sell
2019-11-04,ADI,0.0,sell
2019-11-04,BLK,0.0,sell
2019-11-04,EXR,115.0,sell
2019-11-04,LYV,180.0,sell
2019-11-04,LMT,0.0,sell
2019-11-04,MKC,156.0,sell
2019-11-04,MCHP,0.0,sell
2019-11-04,NLOK,3.0,sell
2019-11-04,PG,0.0,sell
2019-11-04,SYK,0.0,sell
2019-11-05,BA,35.0,buy
2019-11-05,GIS,260.0,buy
2019-11-05,HIG,220.0,buy
2019-11-05,BDX,0.0,sell
2019-11-05,DHR,0.0,sell
2019-11-05,IBM,92.0,sell
2019-11-05,IQV,0.0,sell
2019-11-05,SBAC,0.0,sell
2019-11-06,CB,86.0,buy
2019-11-06,L,174.0,buy
2019-11-06,BR,0.0,sell
2019-11-06,GIS,260.0,sell
2019-11-07,EL,68.0,buy
2019-11-07,DGX,2.0,buy
2019-11-07,CB,86.0,sell
2019-11-07,EXPE,9.0,sell
2019-11-07,HOLX,1.0,sell
2019-11-08,UHS,89.0,buy
2019-11-08,FTNT,0.0,sell
2019-11-08,HES,212.0,sell
2019-11-08,IDXX,45.0,sell
2019-11-08,NWS,0.0,sell
2019-11-08,DGX,2.0,sell
2019-11-08,DIS,0.0,sell
2019-11-11,NOC,37.0,buy
2019-11-11,SNPS,91.0,buy
2019-11-11,VFC,28.0,buy
2019-11-11,AWK,17.0,sell
2019-11-11,STZ,0.0,sell
2019-11-11,DXCM,79.0,sell
2019-11-12,CME,67.0,buy
2019-11-12,CMCSA,127.0,buy
2019-11-12,MKC,0.0,buy
2019-11-12,MCK,0.0,buy
2019-11-12,KEYS,0.0,sell
2019-11-12,TSN,0.0,sell
2019-11-13,DHR,0.0,buy
2019-11-13,EVRG,0.0,buy
2019-11-13,IQV,0.0,buy
2019-11-13,KMB,0.0,buy
2019-11-13,LHX,0.0,buy
2019-11-13,SRE,0.0,buy
2019-11-13,TTWO,0.0,buy
2019-11-13,HSY,0.0,buy
2019-11-13,AMZN,0.0,sell
2019-11-13,CME,67.0,sell
2019-11-13,EA,0.0,sell
2019-11-13,MKC,0.0,sell
2019-11-14,LNT,253.0,buy
2019-11-14,EFX,1.0,buy
2019-11-14,ICE,0.0,buy
2019-11-14,NVR,0.0,buy
2019-11-14,WM,0.0,buy
2019-11-14,EVRG,0.0,sell
2019-11-14,KMB,0.0,sell
2019-11-14,SRE,0.0,sell
2019-11-14,HSY,0.0,sell
2019-11-15,AEE,1.0,buy
2019-11-15,AMT,0.0,buy
2019-11-15,ENPH,0.0,buy
2019-11-15,ILMN,0.0,buy
2019-11-15,LYV,0.0,buy
2019-11-15,MSI,0.0,buy
2019-11-15,NKE,0.0,buy
2019-11-15,SBAC,0.0,buy
2019-11-15,APD,0.0,sell
2019-11-15,LNT,253.0,sell
2019-11-15,CF,283.0,sell
2019-11-15,LHX,0.0,sell
2019-11-15,LIN,0.0,sell
2019-11-15,L,174.0,sell
2019-11-15,STE,0.0,sell
2019-11-15,WM,0.0,sell
2019-11-18,AKAM,143.0,buy
2019-11-18,BLL,190.0,buy
2019-11-18,CCI,64.0,buy
2019-11-18,EQIX,0.0,buy
2019-11-18,MLM,0.0,buy
2019-11-18,NEE,1.0,buy
2019-11-18,SYK,0.0,buy
2019-11-18,TXN,0.0,buy
2019-11-18,VMC,0.0,buy
2019-11-18,WRB,0.0,buy
2019-11-18,AEE,1.0,sell
2019-11-18,KMX,147.0,sell
2019-11-18,MGM,0.0,sell
2019-11-18,MSI,0.0,sell
2019-11-18,PAYC,60.0,sell
2019-11-19,AWK,110.0,buy
2019-11-19,AVB,63.0,buy
2019-11-19,BR,29.0,buy
2019-11-19,CMS,0.0,buy
2019-11-19,KO,0.0,buy
2019-11-19,EQR,0.0,buy
2019-11-19,ESS,0.0,buy
